Conference,Year,Title,Author,Affiliation
ICLR,2018,Compositional Attention Networks for Machine Reasoning,Drew A. Hudson,Stanford University
ICLR,2018,Compositional Attention Networks for Machine Reasoning,Christopher Manning,"Computer Science Department, Stanford University"
ICLR,2018,Memory-based Parameter Adaptation,Pablo Sprechmann,DeepMind
ICLR,2018,Memory-based Parameter Adaptation,Siddhant Jayakumar,University of Cambridge
ICLR,2018,Memory-based Parameter Adaptation,Jack Rae,"DeepMind, University College London"
ICLR,2018,Memory-based Parameter Adaptation,Alexander Pritzel,None
ICLR,2018,Memory-based Parameter Adaptation,Adria P Badia,None
ICLR,2018,Memory-based Parameter Adaptation,Benigno Uria,None
ICLR,2018,Memory-based Parameter Adaptation,Oriol Vinyals,Google DeepMind
ICLR,2018,Memory-based Parameter Adaptation,Demis Hassabis,None
ICLR,2018,Memory-based Parameter Adaptation,Razvan Pascanu,DeepMind
ICLR,2018,Memory-based Parameter Adaptation,Charles Blundell,None
ICLR,2018,Semi-parametric topological memory for navigation,Nikolay Savinov,ETH Zurich
ICLR,2018,Semi-parametric topological memory for navigation,Alexey Dosovitskiy,Intel Labs
ICLR,2018,Semi-parametric topological memory for navigation,Vladlen Koltun,Intel Labs
ICLR,2018,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models,Jesse Engel,Google Brain
ICLR,2018,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models,Matthew D Hoffman,Adobe
ICLR,2018,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models,Adam Roberts,Google Brain
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Andrew Saxe,Harvard University
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Yamini Bansal,Harvard University
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Joel Dapello,Harvard University
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Madhu Advani,None
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Artemy Kolchinsky,Santa Fe Institute
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,Brendan D Tracey,Santa Fe Institute / MIT
ICLR,2018,On the Information Bottleneck Theory of Deep Learning,David D Cox,Harvard University
ICLR,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,Roman Novak,Google Brain
ICLR,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,Yasaman Bahri,Google Brain
ICLR,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,Dan Abolafia,Google Brain
ICLR,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,Jeffrey Pennington,Google Brain
ICLR,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,Jascha Sohl-Dickstein,Google Brain
ICLR,2018,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,Yujun Lin,Tsinghua University
ICLR,2018,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,song han,Stanford University
ICLR,2018,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,,None
ICLR,2018,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,Yu Wang,None
ICLR,2018,Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training,Bill Dally,NVIDIA & Stanford
ICLR,2018,Skip Connections Eliminate Singularities,Emin Orhan,Rice University
ICLR,2018,Skip Connections Eliminate Singularities,Xaq Pitkow,Baylor College of Medicine / Rice University
ICLR,2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,Yaguang Li,University of Southern California
ICLR,2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,Rose Yu,Caltech
ICLR,2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,Cyrus Shahabi,None
ICLR,2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,Yan Liu,None
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Antoine Thomas Bosselut,University of Washington
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Omer Levy,University of Washington
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Ari Holtzman,New York University
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Corin Ennis,University of Washington Bothell
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Dieter Fox,NVIDIA Research / University of Washington
ICLR,2018,Simulating Action Dynamics with Neural Process Networks,Yejin Choi,University of Washington
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Dmitrii Serdyuk,Montreal Institute for Learning Algorithms
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Nan Rosemary Ke,"MILA, Polytechnique Montreal"
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Alessandro Sordoni,Microsoft Research Montreal
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Adam Trischler,None
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Chris Pal,Polytechnique Montréal & MILA
ICLR,2018,Twin Networks: Matching the Future for Sequence Generation,Yoshua Bengio,University of Montreal
ICLR,2018,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,Abram Friesen,University of Washington
ICLR,2018,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,Pedro Domingos,University of Washington
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Adams Wei Yu,Carnegie Mellon University
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,David Dohan,Google Brain
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Thang Luong,Google Brain
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Rui Zhao,Google Inc
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Kai Chen,Google Inc.
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Mohammad Norouzi,Google Brain
ICLR,2018,Fast and Accurate Reading Comprehension by Combining Self-Attention and Convolution,Quoc V Le,Google
ICLR,2018,Multi-Mention Learning for Reading Comprehension with Neural Cascades,Swabha Swayamdipta,Carnegie Mellon University
ICLR,2018,Multi-Mention Learning for Reading Comprehension with Neural Cascades,Ankur Parikh,Google
ICLR,2018,Multi-Mention Learning for Reading Comprehension with Neural Cascades,Tom Kwiatkowski,Google
ICLR,2018,"A Compressed Sensing View of Unsupervised Text Embeddings, Bag-of-n-Grams, and LSTMs",Sanjeev Arora,Princeton University and Institute for Advanced Study
ICLR,2018,"A Compressed Sensing View of Unsupervised Text Embeddings, Bag-of-n-Grams, and LSTMs",Misha Khodak,Princeton University
ICLR,2018,"A Compressed Sensing View of Unsupervised Text Embeddings, Bag-of-n-Grams, and LSTMs",Nikunj Saunshi,Princeton University
ICLR,2018,"A Compressed Sensing View of Unsupervised Text Embeddings, Bag-of-n-Grams, and LSTMs",Kiran Vodrahalli,Columbia University
ICLR,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,Sandeep Subramanian,Université de Montréal
ICLR,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,Adam Trischler,None
ICLR,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,Yoshua Bengio,University of Montreal
ICLR,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,Chris Pal,Polytechnique Montréal & MILA
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Shuohang Wang,Singapore Management University
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Mo Yu,IBM Research
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Jing Jiang,None
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Wei Zhang,IBM Research
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Xiaoxiao Guo,University of Michigan
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Shiyu Chang,None
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Zhiguo Wang,IBM Research AI
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Tim Klinger,IBM Research AI
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Gerald Tesauro,IBM Research
ICLR,2018,Evidence Aggregation for Answer Re-Ranking in Open-Domain Question Answering,Murray Campbell,IBM Research
ICLR,2018,The Kanerva Machine: A Generative Distributed Memory,Yan Wu,DeepMind
ICLR,2018,The Kanerva Machine: A Generative Distributed Memory,Greg Wayne,None
ICLR,2018,The Kanerva Machine: A Generative Distributed Memory,Alex Graves,None
ICLR,2018,The Kanerva Machine: A Generative Distributed Memory,Timothy Lillicrap,DeepMind & UCL
ICLR,2018,Predicting Floor-Level for 911 Calls with Neural Networks and Smartphone Sensor Data,William A Falcon,Columbia University
ICLR,2018,Predicting Floor-Level for 911 Calls with Neural Networks and Smartphone Sensor Data,Henning Schulzrinne,Columbia University
ICLR,2018,Deep Active Learning for Named Entity Recognition,Yanyao Shen,UT Austin
ICLR,2018,Deep Active Learning for Named Entity Recognition,Hyokun Yun,Amazon
ICLR,2018,Deep Active Learning for Named Entity Recognition,Zachary Lipton,Carnegie Mellon University
ICLR,2018,Deep Active Learning for Named Entity Recognition,Yakov Kronrod,Amazon Web Services
ICLR,2018,Deep Active Learning for Named Entity Recognition,Anima anandkumar,Caltech / Amazon AI
ICLR,2018,Variational Network Quantization,Jan Achterhold,RWTH Aachen
ICLR,2018,Variational Network Quantization,Jan M Koehler,None
ICLR,2018,Variational Network Quantization,Anke Schmeink,None
ICLR,2018,Variational Network Quantization,Tim Genewein,Bosch Center for Artificial Intelligence
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Ashwin Vijayakumar,Georgia Institute of Technology
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Abhishek Mohta,Microsoft Research
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Alex Polozov,Microsoft Research
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Dhruv Batra,Georgia Tech / Facebook AI Research
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Prateek Jain,"University of Texas, Austin"
ICLR,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,Sumit Gulwani,None
ICLR,2018,Cascade Adversarial Machine Learning Regularized with a Unified Embedding,Taesik Na,Georgia Institute of Technology
ICLR,2018,Cascade Adversarial Machine Learning Regularized with a Unified Embedding,Jong Hwan Ko,Georgia Institute of Technology
ICLR,2018,Cascade Adversarial Machine Learning Regularized with a Unified Embedding,Saibal Mukhopadhyay,None
ICLR,2018,Training and Inference with Integers in Deep Neural Networks,Shuang Wu,Tsinghua University
ICLR,2018,Training and Inference with Integers in Deep Neural Networks,Guoqi Li,Tsinghua University
ICLR,2018,Training and Inference with Integers in Deep Neural Networks,Feng Chen,None
ICLR,2018,Training and Inference with Integers in Deep Neural Networks,Luping Shi,None
ICLR,2018,Hierarchical Subtask Discovery with Non-Negative Matrix Factorization,Adam Earle,University of the Witwatersrand
ICLR,2018,Hierarchical Subtask Discovery with Non-Negative Matrix Factorization,Andrew Saxe,Harvard University
ICLR,2018,Hierarchical Subtask Discovery with Non-Negative Matrix Factorization,Benjamin Rosman,Council for Scientific and Industrial Research
ICLR,2018,A Simple Neural Attentive Meta-Learner,Nikhil Mishra,UC Berkeley
ICLR,2018,A Simple Neural Attentive Meta-Learner,Mostafa Rohaninejad,UC Berkeley
ICLR,2018,A Simple Neural Attentive Meta-Learner,Xi Chen,University of California Berkeley
ICLR,2018,A Simple Neural Attentive Meta-Learner,Pieter Abbeel,UC Berkeley / Embodied Intelligence
ICLR,2018,Dynamic Neural Program Embeddings for Program Repair,Ke Wang,"University of California, Davis"
ICLR,2018,Dynamic Neural Program Embeddings for Program Repair,Rishabh Singh,Google Brain
ICLR,2018,Dynamic Neural Program Embeddings for Program Repair,Zhendong Su,"University of California, Davis"
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Guneet S Dhillon,University of Texas at Austin
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Kamyar Azizzadenesheli,UCI-Stanford
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Zachary Lipton,Carnegie Mellon University
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Jeremy Bernstein,California Institute of Technology
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Jean Kossaifi,Imperial College London
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Aran Khanna,Amazon
ICLR,2018,Stochastic Activation Pruning for Robust Adversarial Defense,Anima anandkumar,Caltech / Amazon AI
ICLR,2018,Do GANs learn the distribution? Some Theory and Empirics,Sanjeev Arora,Princeton University and Institute for Advanced Study
ICLR,2018,Do GANs learn the distribution? Some Theory and Empirics,Andrej Risteski,None
ICLR,2018,Do GANs learn the distribution? Some Theory and Empirics,Yi Zhang,Princeton University
ICLR,2018,Learning Parametric Closed-Loop Policies for Markov Potential Games,Sergio Valcarcel Macua,PROWLER.io
ICLR,2018,Learning Parametric Closed-Loop Policies for Markov Potential Games,Javier Zazo,Universidad Politécnica de Madrid
ICLR,2018,Learning Parametric Closed-Loop Policies for Markov Potential Games,Santiago Zazo,None
ICLR,2018,Learning Approximate Inference Networks for Structured Prediction,Lifu Tu,Toyota Technological Institute at Chicago
ICLR,2018,Learning Approximate Inference Networks for Structured Prediction,Kevin Gimpel,Toyota Technological Institute at Chicago
ICLR,2018,Fidelity-Weighted Learning,Mostafa Dehghani,University of Amsterdam
ICLR,2018,Fidelity-Weighted Learning,Arash Mehrjou,Max Planck Institute for Intelligent Systems
ICLR,2018,Fidelity-Weighted Learning,Stephan Gouws,Google Brain
ICLR,2018,Fidelity-Weighted Learning,Jaap Kamps,University of Amsterdam
ICLR,2018,Fidelity-Weighted Learning,Bernhard Schoelkopf,Max Planck / Amazon
ICLR,2018,HexaConv,Emiel Hoogeboom,University of Amsterdam
ICLR,2018,HexaConv,Jorn Peters,University of Amsterdam
ICLR,2018,HexaConv,Taco Cohen,Qualcomm & University of Amsterdam
ICLR,2018,HexaConv,Max Welling,University of Amsterdam  &  Qualcomm
ICLR,2018,On the Convergence of Adam and Beyond,Sashank Reddi,Google
ICLR,2018,On the Convergence of Adam and Beyond,Satyen Kale,None
ICLR,2018,On the Convergence of Adam and Beyond,Sanjiv Kumar,"Google Research, NY"
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Shiv Shankar,IIT Bombay
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Vihari Piratla,IIT Bombay
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Soumen Chakrabarti,None
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Siddhartha Chaudhuri,Adobe Research/IIT Bombay
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Preethi Jyothi,Indian Institute of Technology Bombay
ICLR,2018,Generalizing Across Domains via Cross-Gradient Training,Sunita Sarawagi,None
